trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
9017929, 6:32:56, 6:32:56,30,38,,0,0,9.6796
9017929, 6:33:29, 6:33:29,31,39,,0,0,9.8494
9017929, 6:34:33, 6:34:33,1857,40,,1,0,10.1772
9017929, 6:35:00, 6:35:00,1856,41,,1,0,10.2713
9017930, 6:19:00, 6:19:00,646,1,,0,0,
9017930, 6:19:54, 6:19:54,378,2,,0,0,0.3300
9017930, 6:20:35, 6:20:35,379,3,,0,0,0.5780
9017930, 6:21:46, 6:21:46,381,4,,0,0,1.0061
9017930, 6:23:11, 6:23:11,1269,5,,0,0,1.5221
9017930, 6:23:45, 6:23:45,1270,6,,0,0,1.7301
9017930, 6:24:17, 6:24:17,1271,7,,0,0,1.9271
9017930, 6:24:44, 6:24:44,1272,8,,0,0,2.0931
9017930, 6:25:28, 6:25:28,1273,9,,0,0,2.3591
9017930, 6:26:02, 6:26:02,1274,10,,0,0,2.5642
9017930, 6:26:46, 6:26:46,1275,11,,0,0,2.8334
9017930, 6:28:04, 6:28:04,1276,12,,0,0,3.3083
9017930, 6:28:21, 6:28:21,1277,13,,0,0,3.4113
9017930, 6:28:54, 6:28:54,1278,14,,0,0,3.6103
9017930, 6:29:27, 6:29:27,1279,15,,0,0,3.8103
9017930, 6:29:59, 6:29:59,1280,16,,0,0,4.0073
9017930, 6:30:31, 6:30:31,1281,17,,0,0,4.2054
9017930, 6:30:57, 6:30:57,56,18,,0,0,4.3659
9017930, 6:31:29, 6:31:29,57,19,,0,0,4.5620
9017930, 6:32:03, 6:32:03,58,20,,0,0,4.7710
9017930, 6:32:33, 6:32:33,59,21,,0,0,4.9571
9017930, 6:33:00, 6:33:00,60,22,,0,0,5.0638
9017930, 6:33:35, 6:33:35,61,23,,0,0,5.2448
9017930, 6:34:12, 6:34:12,62,24,,0,0,5.4340
9017930, 6:34:31, 6:34:31,63,25,,0,0,5.5340
9017930, 6:35:06, 6:35:06,64,26,,0,0,5.7171
9017930, 6:36:37, 6:36:37,12040,27,,0,0,6.1851
9017930, 6:37:09, 6:37:09,66,28,,0,0,6.3521
9017930, 6:37:42, 6:37:42,10542,29,,0,0,6.5242
9017930, 6:38:16, 6:38:16,68,30,,0,0,6.6992
9017930, 6:38:50, 6:38:50,69,31,,0,0,6.8763
9017930, 6:39:23, 6:39:23,70,32,,0,0,7.0484
9017930, 6:39:57, 6:39:57,71,33,,0,0,7.2254
9017930, 6:40:32, 6:40:32,72,34,,0,0,7.4065
9017930, 6:45:33, 6:45:33,75,35,,0,0,8.9441
9017930, 6:46:30, 6:46:30,11881,36,,0,0,9.2361
9017930, 6:46:48, 6:46:48,29,37,,0,0,9.3309
9017930, 6:47:56, 6:47:56,30,38,,0,0,9.6796
9017930, 6:48:29, 6:48:29,31,39,,0,0,9.8494
9017930, 6:49:33, 6:49:33,1857,40,,1,0,10.1772
9017930, 6:50:00, 6:50:00,1856,41,,1,0,10.2713
9017931, 6:28:00, 6:28:00,646,1,,0,0,
9017931, 6:28:54, 6:28:54,378,2,,0,0,0.3300
9017931, 6:29:35, 6:29:35,379,3,,0,0,0.5780
9017931, 6:30:46, 6:30:46,381,4,,0,0,1.0061
9017931, 6:32:11, 6:32:11,1269,5,,0,0,1.5221
9017931, 6:32:45, 6:32:45,1270,6,,0,0,1.7301
9017931, 6:33:17, 6:33:17,1271,7,,0,0,1.9271
9017931, 6:33:44, 6:33:44,1272,8,,0,0,2.0931
9017931, 6:34:28, 6:34:28,1273,9,,0,0,2.3591
9017931, 6:35:02, 6:35:02,1274,10,,0,0,2.5642
9017931, 6:35:46, 6:35:46,1275,11,,0,0,2.8334
9017931, 6:37:04, 6:37:04,1276,12,,0,0,3.3083
9017931, 6:37:21, 6:37:21,1277,13,,0,0,3.4113
9017931, 6:37:54, 6:37:54,1278,14,,0,0,3.6103
9017931, 6:38:27, 6:38:27,1279,15,,0,0,3.8103
9017931, 6:38:59, 6:38:59,1280,16,,0,0,4.0073
9017931, 6:39:31, 6:39:31,1281,17,,0,0,4.2054
9017931, 6:39:57, 6:39:57,56,18,,0,0,4.3659
9017931, 6:40:29, 6:40:29,57,19,,0,0,4.5620
9017931, 6:41:03, 6:41:03,58,20,,0,0,4.7710
9017931, 6:41:33, 6:41:33,59,21,,0,0,4.9571
9017931, 6:42:00, 6:42:00,60,22,,0,0,5.0638
9017931, 6:42:37, 6:42:37,61,23,,0,0,5.2448
9017931, 6:43:16, 6:43:16,62,24,,0,0,5.4340
9017931, 6:43:36, 6:43:36,63,25,,0,0,5.5340
9017931, 6:44:13, 6:44:13,64,26,,0,0,5.7171
9017931, 6:45:50, 6:45:50,12040,27,,0,0,6.1851
9017931, 6:46:24, 6:46:24,66,28,,0,0,6.3521
9017931, 6:46:59, 6:46:59,10542,29,,0,0,6.5242
9017931, 6:47:35, 6:47:35,68,30,,0,0,6.6992
9017931, 6:48:11, 6:48:11,69,31,,0,0,6.8763
9017931, 6:48:46, 6:48:46,70,32,,0,0,7.0484
9017931, 6:49:22, 6:49:22,71,33,,0,0,7.2254
9017931, 6:49:59, 6:49:59,72,34,,0,0,7.4065
9017931, 6:55:17, 6:55:17,75,35,,0,0,8.9441
9017931, 6:56:17, 6:56:17,11881,36,,0,0,9.2361
9017931, 6:56:36, 6:56:36,29,37,,0,0,9.3309
9017931, 6:57:48, 6:57:48,30,38,,0,0,9.6796
9017931, 6:58:23, 6:58:23,31,39,,0,0,9.8494
9017931, 6:59:30, 6:59:30,1857,40,,1,0,10.1772
9017931, 7:00:00, 7:00:00,1856,41,,1,0,10.2713
9017932, 6:45:00, 6:45:00,55,1,,0,0,
9017932, 6:46:32, 6:46:32,56,2,,0,0,0.3092
9017932, 6:47:30, 6:47:30,57,3,,0,0,0.5052
9017932, 6:48:32, 6:48:32,58,4,,0,0,0.7143
9017932, 6:49:27, 6:49:27,59,5,,0,0,0.9004
9017932, 6:50:00, 6:50:00,60,6,,0,0,1.0071
9017932, 6:50:37, 6:50:37,61,7,,0,0,1.1881
9017932, 6:51:16, 6:51:16,62,8,,0,0,1.3772
9017932, 6:51:36, 6:51:36,63,9,,0,0,1.4773
9017932, 6:52:13, 6:52:13,64,10,,0,0,1.6603
9017932, 6:53:50, 6:53:50,12040,11,,0,0,2.1283
9017932, 6:54:24, 6:54:24,66,12,,0,0,2.2953
9017932, 6:54:59, 6:54:59,10542,13,,0,0,2.4674
9017932, 6:55:35, 6:55:35,68,14,,0,0,2.6425
9017932, 6:56:11, 6:56:11,69,15,,0,0,2.8195
9017932, 6:56:46, 6:56:46,70,16,,0,0,2.9916
9017932, 6:57:22, 6:57:22,71,17,,0,0,3.1686
9017932, 6:57:59, 6:57:59,72,18,,0,0,3.3497
9017932, 7:03:17, 7:03:17,75,19,,0,0,4.8874
9017932, 7:04:17, 7:04:17,11881,20,,0,0,5.1794
9017932, 7:04:36, 7:04:36,29,21,,0,0,5.2742
9017932, 7:05:48, 7:05:48,30,22,,0,0,5.6229
9017932, 7:06:23, 7:06:23,31,23,,0,0,5.7926
9017932, 7:07:30, 7:07:30,1857,24,,1,0,6.1204
9017932, 7:08:00, 7:08:00,1856,25,,1,0,6.2146
9017933, 6:44:00, 6:44:00,646,1,,0,0,
9017933, 6:44:54, 6:44:54,378,2,,0,0,0.3300
9017933, 6:45:35, 6:45:35,379,3,,0,0,0.5780
9017933, 6:46:46, 6:46:46,381,4,,0,0,1.0061
9017933, 6:48:11, 6:48:11,1269,5,,0,0,1.5221
9017933, 6:48:45, 6:48:45,1270,6,,0,0,1.7301
9017933, 6:49:17, 6:49:17,1271,7,,0,0,1.9271
9017933, 6:49:44, 6:49:44,1272,8,,0,0,2.0931
9017933, 6:50:28, 6:50:28,1273,9,,0,0,2.3591
9017933, 6:51:02, 6:51:02,1274,10,,0,0,2.5642
9017933, 6:51:46, 6:51:46,1275,11,,0,0,2.8334
9017933, 6:53:04, 6:53:04,1276,12,,0,0,3.3083
9017933, 6:53:21, 6:53:21,1277,13,,0,0,3.4113
9017933, 6:53:54, 6:53:54,1278,14,,0,0,3.6103
9017933, 6:54:27, 6:54:27,1279,15,,0,0,3.8103
9017933, 6:54:59, 6:54:59,1280,16,,0,0,4.0073
9017933, 6:55:31, 6:55:31,1281,17,,0,0,4.2054
9017933, 6:55:57, 6:55:57,56,18,,0,0,4.3659
9017933, 6:56:29, 6:56:29,57,19,,0,0,4.5620
9017933, 6:57:03, 6:57:03,58,20,,0,0,4.7710
9017933, 6:57:33, 6:57:33,59,21,,0,0,4.9571
9017933, 6:58:00, 6:58:00,60,22,,0,0,5.0638
9017933, 6:58:37, 6:58:37,61,23,,0,0,5.2448
9017933, 6:59:16, 6:59:16,62,24,,0,0,5.4340
9017933, 6:59:36, 6:59:36,63,25,,0,0,5.5340
9017933, 7:00:13, 7:00:13,64,26,,0,0,5.7171
9017933, 7:01:50, 7:01:50,12040,27,,0,0,6.1851
9017933, 7:02:24, 7:02:24,66,28,,0,0,6.3521
9017933, 7:02:59, 7:02:59,10542,29,,0,0,6.5242
9017933, 7:03:35, 7:03:35,68,30,,0,0,6.6992
9017933, 7:04:11, 7:04:11,69,31,,0,0,6.8763
9017933, 7:04:46, 7:04:46,70,32,,0,0,7.0484
9017933, 7:05:22, 7:05:22,71,33,,0,0,7.2254
9017933, 7:05:59, 7:05:59,72,34,,0,0,7.4065
9017933, 7:11:17, 7:11:17,75,35,,0,0,8.9441
9017933, 7:12:17, 7:12:17,11881,36,,0,0,9.2361
9017933, 7:12:36, 7:12:36,29,37,,0,0,9.3309
9017933, 7:13:48, 7:13:48,30,38,,0,0,9.6796
9017933, 7:14:23, 7:14:23,31,39,,0,0,9.8494
9017933, 7:15:30, 7:15:30,1857,40,,1,0,10.1772
9017933, 7:16:00, 7:16:00,1856,41,,1,0,10.2713
9017934, 6:57:00, 6:57:00,646,1,,0,0,
9017934, 6:57:54, 6:57:54,378,2,,0,0,0.3300
9017934, 6:58:35, 6:58:35,379,3,,0,0,0.5780
9017934, 6:59:46, 6:59:46,381,4,,0,0,1.0061
9017934, 7:01:11, 7:01:11,1269,5,,0,0,1.5221
9017934, 7:01:45, 7:01:45,1270,6,,0,0,1.7301
9017934, 7:02:17, 7:02:17,1271,7,,0,0,1.9271
9017934, 7:02:44, 7:02:44,1272,8,,0,0,2.0931
9017934, 7:03:28, 7:03:28,1273,9,,0,0,2.3591
9017934, 7:04:02, 7:04:02,1274,10,,0,0,2.5642
9017934, 7:04:46, 7:04:46,1275,11,,0,0,2.8334
9017934, 7:06:04, 7:06:04,1276,12,,0,0,3.3083
9017934, 7:06:21, 7:06:21,1277,13,,0,0,3.4113
9017934, 7:06:54, 7:06:54,1278,14,,0,0,3.6103
9017934, 7:07:27, 7:07:27,1279,15,,0,0,3.8103
9017934, 7:07:59, 7:07:59,1280,16,,0,0,4.0073
9017934, 7:08:31, 7:08:31,1281,17,,0,0,4.2054
9017934, 7:08:57, 7:08:57,56,18,,0,0,4.3659
9017934, 7:09:29, 7:09:29,57,19,,0,0,4.5620
9017934, 7:10:03, 7:10:03,58,20,,0,0,4.7710
9017934, 7:10:33, 7:10:33,59,21,,0,0,4.9571
9017934, 7:11:00, 7:11:00,60,22,,0,0,5.0638
9017934, 7:11:37, 7:11:37,61,23,,0,0,5.2448
9017934, 7:12:16, 7:12:16,62,24,,0,0,5.4340
9017934, 7:12:36, 7:12:36,63,25,,0,0,5.5340
9017934, 7:13:13, 7:13:13,64,26,,0,0,5.7171
9017934, 7:14:50, 7:14:50,12040,27,,0,0,6.1851
9017934, 7:15:24, 7:15:24,66,28,,0,0,6.3521
9017934, 7:15:59, 7:15:59,10542,29,,0,0,6.5242
9017934, 7:16:35, 7:16:35,68,30,,0,0,6.6992
9017934, 7:17:11, 7:17:11,69,31,,0,0,6.8763
9017934, 7:17:46, 7:17:46,70,32,,0,0,7.0484
9017934, 7:18:22, 7:18:22,71,33,,0,0,7.2254
9017934, 7:18:59, 7:18:59,72,34,,0,0,7.4065
9017934, 7:24:17, 7:24:17,75,35,,0,0,8.9441
9017934, 7:25:17, 7:25:17,11881,36,,0,0,9.2361
9017934, 7:25:36, 7:25:36,29,37,,0,0,9.3309
9017934, 7:26:48, 7:26:48,30,38,,0,0,9.6796
9017934, 7:27:23, 7:27:23,31,39,,0,0,9.8494
9017934, 7:28:30, 7:28:30,1857,40,,1,0,10.1772
9017934, 7:29:00, 7:29:00,1856,41,,1,0,10.2713
9017935, 7:08:00, 7:08:00,646,1,,0,0,
9017935, 7:08:58, 7:08:58,378,2,,0,0,0.3300
9017935, 7:09:42, 7:09:42,379,3,,0,0,0.5780
9017935, 7:10:58, 7:10:58,381,4,,0,0,1.0061
9017935, 7:12:29, 7:12:29,1269,5,,0,0,1.5221
9017935, 7:13:05, 7:13:05,1270,6,,0,0,1.7301
9017935, 7:13:40, 7:13:40,1271,7,,0,0,1.9271
9017935, 7:14:09, 7:14:09,1272,8,,0,0,2.0931
9017935, 7:14:56, 7:14:56,1273,9,,0,0,2.3591
9017935, 7:15:32, 7:15:32,1274,10,,0,0,2.5642
9017935, 7:16:19, 7:16:19,1275,11,,0,0,2.8334
9017935, 7:17:43, 7:17:43,1276,12,,0,0,3.3083
9017935, 7:18:01, 7:18:01,1277,13,,0,0,3.4113
9017935, 7:18:36, 7:18:36,1278,14,,0,0,3.6103
9017935, 7:19:11, 7:19:11,1279,15,,0,0,3.8103
9017935, 7:19:46, 7:19:46,1280,16,,0,0,4.0073
9017935, 7:20:21, 7:20:21,1281,17,,0,0,4.2054
9017935, 7:20:49, 7:20:49,56,18,,0,0,4.3659
9017935, 7:21:23, 7:21:23,57,19,,0,0,4.5620
9017935, 7:22:00, 7:22:00,58,20,,0,0,4.7710
9017935, 7:22:33, 7:22:33,59,21,,0,0,4.9571
9017935, 7:23:00, 7:23:00,60,22,,0,0,5.0638
9017935, 7:23:39, 7:23:39,61,23,,0,0,5.2448
9017935, 7:24:20, 7:24:20,62,24,,0,0,5.4340
9017935, 7:24:41, 7:24:41,63,25,,0,0,5.5340
9017935, 7:25:21, 7:25:21,64,26,,0,0,5.7171
9017935, 7:27:03, 7:27:03,12040,27,,0,0,6.1851
9017935, 7:27:39, 7:27:39,66,28,,0,0,6.3521
9017935, 7:28:16, 7:28:16,10542,29,,0,0,6.5242
9017935, 7:28:54, 7:28:54,68,30,,0,0,6.6992
9017935, 7:29:32, 7:29:32,69,31,,0,0,6.8763
9017935, 7:30:09, 7:30:09,70,32,,0,0,7.0484
9017935, 7:30:47, 7:30:47,71,33,,0,0,7.2254
9017935, 7:31:26, 7:31:26,72,34,,0,0,7.4065
9017935, 7:37:02, 7:37:02,75,35,,0,0,8.9441
9017935, 7:38:05, 7:38:05,11881,36,,0,0,9.2361
9017935, 7:38:25, 7:38:25,29,37,,0,0,9.3309
9017935, 7:39:41, 7:39:41,30,38,,0,0,9.6796
9017935, 7:40:18, 7:40:18,31,39,,0,0,9.8494
9017935, 7:41:29, 7:41:29,1857,40,,1,0,10.1772
9017935, 7:42:00, 7:42:00,1856,41,,1,0,10.2713
9017936, 7:20:00, 7:20:00,646,1,,0,0,
9017936, 7:20:58, 7:20:58,378,2,,0,0,0.3300
9017936, 7:21:42, 7:21:42,379,3,,0,0,0.5780
9017936, 7:22:58, 7:22:58,381,4,,0,0,1.0061
9017936, 7:24:29, 7:24:29,1269,5,,0,0,1.5221
9017936, 7:25:05, 7:25:05,1270,6,,0,0,1.7301
9017936, 7:25:40, 7:25:40,1271,7,,0,0,1.9271
9017936, 7:26:09, 7:26:09,1272,8,,0,0,2.0931
9017936, 7:26:56, 7:26:56,1273,9,,0,0,2.3591
9017936, 7:27:32, 7:27:32,1274,10,,0,0,2.5642
9017936, 7:28:19, 7:28:19,1275,11,,0,0,2.8334
9017936, 7:29:43, 7:29:43,1276,12,,0,0,3.3083
9017936, 7:30:01, 7:30:01,1277,13,,0,0,3.4113
9017936, 7:30:36, 7:30:36,1278,14,,0,0,3.6103
9017936, 7:31:11, 7:31:11,1279,15,,0,0,3.8103
9017936, 7:31:46, 7:31:46,1280,16,,0,0,4.0073
9017936, 7:32:21, 7:32:21,1281,17,,0,0,4.2054
9017936, 7:32:49, 7:32:49,56,18,,0,0,4.3659
9017936, 7:33:23, 7:33:23,57,19,,0,0,4.5620
9017936, 7:34:00, 7:34:00,58,20,,0,0,4.7710
9017936, 7:34:33, 7:34:33,59,21,,0,0,4.9571
9017936, 7:35:00, 7:35:00,60,22,,0,0,5.0638
9017936, 7:35:39, 7:35:39,61,23,,0,0,5.2448
9017936, 7:36:20, 7:36:20,62,24,,0,0,5.4340
9017936, 7:36:41, 7:36:41,63,25,,0,0,5.5340
9017936, 7:37:21, 7:37:21,64,26,,0,0,5.7171
9017936, 7:39:03, 7:39:03,12040,27,,0,0,6.1851
9017936, 7:39:39, 7:39:39,66,28,,0,0,6.3521
9017936, 7:40:16, 7:40:16,10542,29,,0,0,6.5242
9017936, 7:40:54, 7:40:54,68,30,,0,0,6.6992
9017936, 7:41:32, 7:41:32,69,31,,0,0,6.8763
9017936, 7:42:09, 7:42:09,70,32,,0,0,7.0484
9017936, 7:42:47, 7:42:47,71,33,,0,0,7.2254
9017936, 7:43:26, 7:43:26,72,34,,0,0,7.4065
9017936, 7:49:02, 7:49:02,75,35,,0,0,8.9441
9017936, 7:50:05, 7:50:05,11881,36,,0,0,9.2361
9017936, 7:50:25, 7:50:25,29,37,,0,0,9.3309
9017936, 7:51:41, 7:51:41,30,38,,0,0,9.6796
9017936, 7:52:18, 7:52:18,31,39,,0,0,9.8494
9017936, 7:53:29, 7:53:29,1857,40,,1,0,10.1772
9017936, 7:54:00, 7:54:00,1856,41,,1,0,10.2713
9017938, 7:31:00, 7:31:00,646,1,,0,0,
9017938, 7:31:58, 7:31:58,378,2,,0,0,0.3300
9017938, 7:32:42, 7:32:42,379,3,,0,0,0.5780
9017938, 7:33:58, 7:33:58,381,4,,0,0,1.0061
9017938, 7:35:29, 7:35:29,1269,5,,0,0,1.5221
9017938, 7:36:05, 7:36:05,1270,6,,0,0,1.7301
9017938, 7:36:40, 7:36:40,1271,7,,0,0,1.9271
9017938, 7:37:09, 7:37:09,1272,8,,0,0,2.0931
9017938, 7:37:56, 7:37:56,1273,9,,0,0,2.3591
9017938, 7:38:32, 7:38:32,1274,10,,0,0,2.5642
9017938, 7:39:19, 7:39:19,1275,11,,0,0,2.8334
9017938, 7:40:43, 7:40:43,1276,12,,0,0,3.3083
9017938, 7:41:01, 7:41:01,1277,13,,0,0,3.4113
9017938, 7:41:36, 7:41:36,1278,14,,0,0,3.6103
9017938, 7:42:11, 7:42:11,1279,15,,0,0,3.8103
9017938, 7:42:46, 7:42:46,1280,16,,0,0,4.0073
9017938, 7:43:21, 7:43:21,1281,17,,0,0,4.2054
9017938, 7:43:49, 7:43:49,56,18,,0,0,4.3659
9017938, 7:44:23, 7:44:23,57,19,,0,0,4.5620
9017938, 7:45:00, 7:45:00,58,20,,0,0,4.7710
9017938, 7:45:33, 7:45:33,59,21,,0,0,4.9571
9017938, 7:46:00, 7:46:00,60,22,,0,0,5.0638
9017938, 7:46:41, 7:46:41,61,23,,0,0,5.2448
9017938, 7:47:24, 7:47:24,62,24,,0,0,5.4340
9017938, 7:47:47, 7:47:47,63,25,,0,0,5.5340
9017938, 7:48:29, 7:48:29,64,26,,0,0,5.7171
9017938, 7:50:16, 7:50:16,12040,27,,0,0,6.1851
9017938, 7:50:54, 7:50:54,66,28,,0,0,6.3521
9017938, 7:51:33, 7:51:33,10542,29,,0,0,6.5242
9017938, 7:52:13, 7:52:13,68,30,,0,0,6.6992
9017938, 7:52:53, 7:52:53,69,31,,0,0,6.8763
9017938, 7:53:32, 7:53:32,70,32,,0,0,7.0484
9017938, 7:54:12, 7:54:12,71,33,,0,0,7.2254
9017938, 7:54:53, 7:54:53,72,34,,0,0,7.4065
9017938, 8:00:47, 8:00:47,75,35,,0,0,8.9441
